174,żal
118,radość
110,płacz
55,łzy
32,rozpacz
20,wielki
15,troska
12,łza
10,depresja
9,głęboki
8,oczy
7,śmierć
6,melancholia
6,nieszczęście
6,nostalgia
6,przygnębienie
6,uczucie
5,ból
5,duży
5,smuteczek
5,złość
5,żałoba
4,lęk
4,pogrzeb
4,rozczarowanie
4,szczęście
3,cierpienie
3,emocja
3,przykrość
3,twarz
2,gniew
2,"na twarzy"
2,ogromny
2,samotność
2,smutny
2,strach
2,straszny
2,tragedia
2,tropików
2,uśmiech
2,wieczny
2,wódka
